03/29/1999,08:01:06,172.16.112.20,1.4193370090342938e-07
03/29/1999,08:01:49,172.16.112.20,1.0971135000481524e-08
03/29/1999,08:01:57,172.16.112.20,1.3723095437789823e-08
03/29/1999,08:01:59,172.16.112.20,2.3019381734101785e-08
03/29/1999,08:27:03,172.16.112.20,1.3935665303943523e-06
03/29/1999,08:27:03,172.16.112.20,2.9491558972694065e-08
03/29/1999,08:27:05,172.16.112.20,1.1222702012148034e-06
03/29/1999,08:27:05,172.16.112.20,2.3727323772426701e-08
03/29/1999,08:42:14,172.16.112.20,1.5724594848443019e-08
03/29/1999,08:47:03,172.16.112.20,9.288319752220886e-07
03/29/1999,08:47:07,172.16.112.20,5.4682052275101256e-07
03/29/1999,08:53:20,172.16.112.20,2.8276474051125433e-08
03/29/1999,08:56:48,172.16.112.20,4.5043917817899626e-08
03/29/1999,08:57:32,172.16.112.20,1.869364019135844e-08
03/29/1999,09:01:06,172.16.112.20,2.5366976728058432e-06
03/29/1999,09:01:06,172.16.112.20,1.5685159726608333e-08
03/29/1999,09:01:08,172.16.112.20,4.0198927484524916e-06
03/29/1999,09:01:08,172.16.112.20,2.4885266847185505e-08
03/29/1999,09:02:10,172.16.112.20,1.117871295530648e-08
03/29/1999,09:05:18,172.16.112.20,1.0476185252628056e-08
03/29/1999,09:05:41,172.16.112.20,4.6494135430563688e-08
03/29/1999,09:06:56,172.16.112.20,1.5125038888008646e-08
03/29/1999,09:14:40,172.16.112.20,2.8345977187704818e-07
03/29/1999,09:14:40,172.16.112.20,0.00010505125121551551
03/29/1999,09:14:45,172.16.112.20,1.0041446785180597e-08
03/29/1999,09:14:45,172.16.112.20,5.2142275475119959e-07
03/29/1999,09:14:45,172.16.112.20,0.00018947725726647935
03/29/1999,09:14:50,172.16.112.20,1.7888083791994802e-08
03/29/1999,09:14:50,172.16.112.20,9.1448270578275981e-07
03/29/1999,09:14:50,172.16.112.20,0.0003258197648200456
03/29/1999,09:17:06,172.16.112.20,5.6437600615133476e-07
03/29/1999,09:58:54,172.16.112.20,9.9488785767487542e-06
03/29/1999,09:59:06,172.16.112.20,4.8848080214103362e-07
03/29/1999,10:17:10,172.16.112.20,3.6351024634839746e-08
03/29/1999,10:17:22,172.16.112.20,1.8470330820363756e-08
03/29/1999,10:17:35,172.16.112.20,2.4695594569301704e-08
03/29/1999,10:17:56,172.16.112.20,1.3616839958929816e-06
03/29/1999,10:18:09,172.16.112.20,1.3844356661074642e-08
03/29/1999,10:18:32,172.16.112.20,1.0175164805947823e-05
03/29/1999,10:19:47,172.16.112.20,1.2972825837564983e-05
03/29/1999,10:20:00,172.16.112.20,1.0449451880223393e-05
03/29/1999,10:20:14,172.16.112.20,1.379835467330004e-06
03/29/1999,10:45:04,172.16.112.20,1.0454527910042088e-08
03/29/1999,10:47:26,172.16.112.20,7.4421646512057293e-08
03/29/1999,10:58:02,172.16.112.20,3.8233291616007747e-06
03/29/1999,10:58:15,172.16.112.20,0.00019524262737424802
03/29/1999,10:58:43,172.16.112.20,3.9198651213823155e-07
03/29/1999,10:59:46,172.16.112.20,1.2215764289003062e-08
03/29/1999,11:00:31,172.16.112.20,1.1001560440426772e-08
03/29/1999,11:00:42,172.16.112.20,4.5307977917241615e-06
03/29/1999,11:00:47,172.16.112.20,1.066021571016762e-08
03/29/1999,11:01:38,172.16.112.20,2.5040219209238046e-07
03/29/1999,11:02:50,172.16.112.20,2.7197301855075295e-08
03/29/1999,11:03:03,172.16.112.20,1.6523681714342153e-05
03/29/1999,11:04:43,172.16.112.20,1.1550528293824414e-06
03/29/1999,11:06:39,172.16.112.20,1.1593982551794113e-08
03/29/1999,11:11:11,172.16.112.20,2.067537230310279e-08
03/29/1999,11:11:45,172.16.112.20,1.2624923217963158e-08
03/29/1999,11:15:14,172.16.112.20,2.8475539703975983e-08
03/29/1999,11:17:07,172.16.112.20,2.2809956368163853e-08
03/29/1999,11:17:35,172.16.112.20,1.4560754268977405e-08
03/29/1999,11:22:18,172.16.112.20,2.7163451599143684e-08
03/29/1999,11:27:44,172.16.112.20,2.6439550659951294e-08
03/29/1999,11:31:31,172.16.112.20,3.2127587146213443e-08
03/29/1999,11:34:26,172.16.112.20,4.1778178250240217e-08
03/29/1999,11:34:36,172.16.112.20,1.1695561741298377e-08
03/29/1999,11:35:12,172.16.112.20,1.2560974371744749e-08
03/29/1999,11:35:26,172.16.112.20,1.3907907603361025e-08
03/29/1999,11:37:35,172.16.112.20,1.3364626627598852e-08
03/29/1999,11:58:12,172.16.112.20,2.2589403902983918e-08
03/29/1999,12:00:37,172.16.112.20,2.9592825523394595e-08
03/29/1999,12:01:05,172.16.112.20,1.0839897757186634e-08
03/29/1999,12:18:55,172.16.112.20,1.3638640328217377e-08
03/29/1999,12:19:25,172.16.112.20,2.894526434871203e-06
03/29/1999,12:19:58,172.16.112.20,1.4950529592105966e-08
